family_id,country,doc_number,kind,title,abstract,publication_date,keywords,category,keyword,doc_id,full_text,title_word_count,abstract_word_count,has_abstract,has_usable_text,pub_year,pub_month,pub_quarter,kind_category,family_size,is_first_in_family
100393774,US,20260191220,A1,Drink Maker with Evaporator,"[0000] A drink maker is described that includes a base section, a first section adjacent the base section, and a second section adjacent the first section. The first section may include a heat exchanger that provides a cooling effect and the second section may not include any portion of the heat exchanger.",2026-07-09,['dishwasher'],dishwasher,dishwasher,US20260191220A1,"Drink Maker with Evaporator [0000] A drink maker is described that includes a base section, a first section adjacent the base section, and a second section adjacent the first section. The first section may include a heat exchanger that provides a cooling effect and the second section may not include any portion of the heat exchanger.",4,52,True,True,2026,7,3,application,1,True
100435022,WO,2026146867,A1,CLOTHES TREATMENT APPARATUS,"This clothes treatment apparatus comprises: a housing; a tub provided inside the housing; a discharge device provided at the upper side of the tub, and having a discharge port for discharging, to the outside of the housing, air discharged from the tub; a discharge filter mounted inside the discharge device; and a humidity sensor which measures the humidity of air having passed through the discharge filter, and which is inclined with respect to the direction in which the air having passed through the discharge filter flows toward the discharge port. The humidity sensor includes: a sensing unit for converting humidity information into an electronic signal; a sensor cover which accommodates the sensing unit and which has a cover hole; and a sensor housing which has an inflow hole and on which the sensor cover is mounted. The sensing unit measures the humidity of air that sequentially passes through the inflow hole of the sensor housing and the cover hole of the sensor cover.",2026-07-09,['washing machine'],washing_machine,washing machine,WO2026146867A1,"CLOTHES TREATMENT APPARATUS This clothes treatment apparatus comprises: a housing; a tub provided inside the housing; a discharge device provided at the upper side of the tub, and having a discharge port for discharging, to the outside of the housing, air discharged from the tub; a discharge filter mounted inside the discharge device; and a humidity sensor which measures the humidity of air having passed through the discharge filter, and which is inclined with respect to the direction in which the air having passed through the discharge filter flows toward the discharge port. The humidity sensor includes: a sensing unit for converting humidity information into an electronic signal; a sensor cover which accommodates the sensing unit and which has a cover hole; and a sensor housing which has an inflow hole and on which the sensor cover is mounted. The sensing unit measures the humidity of air that sequentially passes through the inflow hole of the sensor housing and the cover hole of the sensor cover.",3,163,True,True,2026,7,3,application,1,True
100392970,US,20260194260,A1,WATER HEATER APPLIANCE FREEZE PREVENTION IN RECREATIONAL VEHICLES,"A water heater appliance includes a freeze prevention circuit. A method of operating the water heater appliance includes monitoring an inlet temperature via an inlet temperature sensor and an outlet temperature via an outlet temperature sensor, detecting one of the inlet temperature and the outlet temperature below a first temperature threshold, activating a freeze prevention mode, providing a notification of the activation of the freeze prevention mode, and heating, via one or both of an inlet heater and an outlet heater, a respective one or both of an inlet tube and/or an outlet tube. The method also includes detecting one of the inlet temperature and the outlet temperature above a second temperature threshold and deactivating the freeze prevention mode.",2026-07-09,['dishwasher'],dishwasher,dishwasher,US20260194260A1,"WATER HEATER APPLIANCE FREEZE PREVENTION IN RECREATIONAL VEHICLES A water heater appliance includes a freeze prevention circuit. A method of operating the water heater appliance includes monitoring an inlet temperature via an inlet temperature sensor and an outlet temperature via an outlet temperature sensor, detecting one of the inlet temperature and the outlet temperature below a first temperature threshold, activating a freeze prevention mode, providing a notification of the activation of the freeze prevention mode, and heating, via one or both of an inlet heater and an outlet heater, a respective one or both of an inlet tube and/or an outlet tube. The method also includes detecting one of the inlet temperature and the outlet temperature above a second temperature threshold and deactivating the freeze prevention mode.",8,119,True,True,2026,7,3,application,1,True
100392931,US,20260193828,A1,DIVERTER ASSEMBLY FOR A WASHING MACHINE APPLIANCE,"A washing machine appliance includes a wash tub positioned within a cabinet and defining a wash chamber, a wash basket rotatably mounted within the wash tub for receiving a load of clothes, a dispensing assembly mounted within the cabinet for selectively adding wash fluid into the wash tub, the dispensing assembly defining a plurality of dispenser inlets, and a diverter assembly for selectively directing the wash fluid through one or more of the plurality of dispenser inlets. The diverter assembly includes a diverter manifold defining a diverter inlet and a plurality of diverter outlets, a diverter disk mounted to the diverter manifold, the diverter disk being rotatable to selectively couple the diverter inlet to one or more of the plurality of diverter outlets, and a hydraulically actuated indexing mechanism mechanically coupled to the diverter disk for selectively rotating the diverter disk.",2026-07-09,['dishwasher'],dishwasher,dishwasher,US20260193828A1,"DIVERTER ASSEMBLY FOR A WASHING MACHINE APPLIANCE A washing machine appliance includes a wash tub positioned within a cabinet and defining a wash chamber, a wash basket rotatably mounted within the wash tub for receiving a load of clothes, a dispensing assembly mounted within the cabinet for selectively adding wash fluid into the wash tub, the dispensing assembly defining a plurality of dispenser inlets, and a diverter assembly for selectively directing the wash fluid through one or more of the plurality of dispenser inlets. The diverter assembly includes a diverter manifold defining a diverter inlet and a plurality of diverter outlets, a diverter disk mounted to the diverter manifold, the diverter disk being rotatable to selectively couple the diverter inlet to one or more of the plurality of diverter outlets, and a hydraulically actuated indexing mechanism mechanically coupled to the diverter disk for selectively rotating the diverter disk.",7,141,True,True,2026,7,3,application,1,True
100435105,WO,2026147016,A1,POWER SUPPLY DEVICE AND HOME APPLIANCE INCLUDING SAME,This washing machine comprises: a housing; and a power supply device disposed on one side of the housing. The power supply device comprises: a terminal block disposed on one side of a housing for screw coupling between an external wire and an internal wire connected to components in the housing; a block guide disposed to surround the terminal block; and a cover covering the terminal block and the block guide.,2026-07-09,['dishwasher'],dishwasher,dishwasher,WO2026147016A1,POWER SUPPLY DEVICE AND HOME APPLIANCE INCLUDING SAME This washing machine comprises: a housing; and a power supply device disposed on one side of the housing. The power supply device comprises: a terminal block disposed on one side of a housing for screw coupling between an external wire and an internal wire connected to components in the housing; a block guide disposed to surround the terminal block; and a cover covering the terminal block and the block guide.,8,70,True,True,2026,7,3,application,1,True
100435393,WO,2026144946,A1,BUBBLE GENERATION APPARATUS AND WASHING DEVICE,"The present application discloses a bubble generation apparatus and a washing device. The bubble generation apparatus comprises: a bubble generation module, a gas dissolving space being formed in the bubble generation module, the bubble generation module being provided with a gas inlet, a liquid inlet, and a liquid outlet which are separately communicated with the gas dissolving space, and a liquid entering from the liquid inlet and gas entering from the gas inlet being subjected to gas dissolution in the gas dissolving space and then the resulting gas-dissolved liquid flowing to the liquid outlet; and a breather module, an exhaust space being formed in the breather module, and the exhaust space being provided with an exhaust inlet and an exhaust outlet.",2026-07-09,['dishwasher'],dishwasher,dishwasher,WO2026144946A1,"BUBBLE GENERATION APPARATUS AND WASHING DEVICE The present application discloses a bubble generation apparatus and a washing device. The bubble generation apparatus comprises: a bubble generation module, a gas dissolving space being formed in the bubble generation module, the bubble generation module being provided with a gas inlet, a liquid inlet, and a liquid outlet which are separately communicated with the gas dissolving space, and a liquid entering from the liquid inlet and gas entering from the gas inlet being subjected to gas dissolution in the gas dissolving space and then the resulting gas-dissolved liquid flowing to the liquid outlet; and a breather module, an exhaust space being formed in the breather module, and the exhaust space being provided with an exhaust inlet and an exhaust outlet.",6,121,True,True,2026,7,3,application,1,True
100435392,WO,2026144945,A1,BUBBLE GENERATION DEVICE AND WASHING APPARATUS,"Disclosed in the present application are a bubble generation device and a washing apparatus. The bubble generation device comprises a bubble generation module, wherein the bubble generation module is provided with a liquid inlet, a gas inlet and a liquid outlet which are in communication with a gas dissolution space; liquid entering through the liquid inlet passes through a liquid intake channel, is mixed, in the gas dissolution space, with gas entering through the gas inlet and then flows toward the liquid outlet; the liquid inlet and the liquid outlet are both located at the bottom of the gas dissolution space; and the liquid intake channel is configured to extend upward relative to the liquid inlet to communicate with the gas dissolution space.",2026-07-09,['dishwasher'],dishwasher,dishwasher,WO2026144945A1,"BUBBLE GENERATION DEVICE AND WASHING APPARATUS Disclosed in the present application are a bubble generation device and a washing apparatus. The bubble generation device comprises a bubble generation module, wherein the bubble generation module is provided with a liquid inlet, a gas inlet and a liquid outlet which are in communication with a gas dissolution space; liquid entering through the liquid inlet passes through a liquid intake channel, is mixed, in the gas dissolution space, with gas entering through the gas inlet and then flows toward the liquid outlet; the liquid inlet and the liquid outlet are both located at the bottom of the gas dissolution space; and the liquid intake channel is configured to extend upward relative to the liquid inlet to communicate with the gas dissolution space.",6,123,True,True,2026,7,3,application,1,True
100393775,US,20260191225,A1,Drink Maker with Clog-Resistant Dispenser,"A drink maker is provided with a clog-resistant dispenser. The drink maker includes a mixing vessel, a spout, a grate, and a dispenser assembly. The mixing vessel is configured to contain a drink product. The spout includes an opening in the mixing vessel. The grate is configured to at least partly cover the spout. The dispenser assembly includes a seal and a plurality of protruding members. The seal is configured to close a flow from the spout in a closed position and open the flow from the spout in an open position. The plurality of protruding members extend from the seal and at least partially extend into the spout through the grate when the seal is in a closed position.",2026-07-09,['dishwasher'],dishwasher,dishwasher,US20260191225A1,"Drink Maker with Clog-Resistant Dispenser A drink maker is provided with a clog-resistant dispenser. The drink maker includes a mixing vessel, a spout, a grate, and a dispenser assembly. The mixing vessel is configured to contain a drink product. The spout includes an opening in the mixing vessel. The grate is configured to at least partly cover the spout. The dispenser assembly includes a seal and a plurality of protruding members. The seal is configured to close a flow from the spout in a closed position and open the flow from the spout in an open position. The plurality of protruding members extend from the seal and at least partially extend into the spout through the grate when the seal is in a closed position.",5,120,True,True,2026,7,3,application,1,True
100392913,US,20260193151,A1,LID ASSEMBLY SYSTEM FOR COMPOSTER,Various embodiments are described herein for an apparatus for producing compost. The apparatus or composter assembly may include a dual lid system. The dual lid system can include a first lid configured to allow waste to enter a crushing assembly before being transferred to a composting assembly; a second lid configured to allow waste to bypass the crushing assembly and enter the composting assembly directly; and a control unit configured to receive input from a user or an algorithm to determine which of the first or second lids should be opened based on the type of waste being processed.,2026-07-09,['dishwasher'],dishwasher,dishwasher,US20260193151A1,LID ASSEMBLY SYSTEM FOR COMPOSTER Various embodiments are described herein for an apparatus for producing compost. The apparatus or composter assembly may include a dual lid system. The dual lid system can include a first lid configured to allow waste to enter a crushing assembly before being transferred to a composting assembly; a second lid configured to allow waste to bypass the crushing assembly and enter the composting assembly directly; and a control unit configured to receive input from a user or an algorithm to determine which of the first or second lids should be opened based on the type of waste being processed.,5,99,True,True,2026,7,3,application,1,True
100435152,WO,2026147120,A1,WASHING MACHINE AND CONTROL METHOD THEREOF,"The present invention relates to a washing machine and a control method thereof. The washing machine of the present invention: recognizes a first weight of laundry accommodated in a drum and a material of the laundry, on the basis of a current detected by a current detection unit when a motor rotates before a washing cycle; recognizes a first correction value and a second correction value corresponding to the first weight and the material of the laundry; recognizes a second weight of the laundry on the basis of a current detected by the current detection unit when the motor rotates after a drainage cycle; corrects the second weight on the basis of the recognized first correction value; recognizes a third weight of the laundry on the basis of a current detected by the current detection unit when the motor rotates after a dehydration cycle; corrects the third weight on the basis of the recognized second correction value; recognizes a final weight of the laundry on the basis of the first weight and at least one of the corrected second weight and the corrected third weight; and outputs information on the recognized final weight of the laundry through an output interface.",2026-07-09,['dishwasher'],dishwasher,dishwasher,WO2026147120A1,"WASHING MACHINE AND CONTROL METHOD THEREOF The present invention relates to a washing machine and a control method thereof. The washing machine of the present invention: recognizes a first weight of laundry accommodated in a drum and a material of the laundry, on the basis of a current detected by a current detection unit when a motor rotates before a washing cycle; recognizes a first correction value and a second correction value corresponding to the first weight and the material of the laundry; recognizes a second weight of the laundry on the basis of a current detected by the current detection unit when the motor rotates after a drainage cycle; corrects the second weight on the basis of the recognized first correction value; recognizes a third weight of the laundry on the basis of a current detected by the current detection unit when the motor rotates after a dehydration cycle; corrects the third weight on the basis of the recognized second correction value; recognizes a final weight of the laundry on the basis of the first weight and at least one of the corrected second weight and the corrected third weight; and outputs information on the recognized final weight of the laundry through an output interface.",6,200,True,True,2026,7,3,application,1,True
100434580,WO,2026147066,A1,"REFRIGERATOR, AUTOMATIC REFRIGERATOR DOOR OPENING SYSTEM, AND CONTROL METHOD THEREFOR","A refrigerator according to an embodiment may comprise: a main body; a plurality of doors rotatably coupled to the main body; at least one door opening device for independently opening each of the plurality of doors; a sensor that is provided on one door among the plurality of doors and senses a user or a user input; and a processor that generates a processed signal by processing an output signal obtained from the sensor, generates a trigger signal on the basis of the intensity of the processed signal being equal to or greater than a preset threshold, determines to open at least two doors including the one door among the plurality of doors on the basis of a generation pattern of the trigger signal of a reference duration, and controls the at least one door opening device to open the at least two doors on the basis of determining to open the at least two doors.",2026-07-09,['dishwasher'],dishwasher,dishwasher,WO2026147066A1,"REFRIGERATOR, AUTOMATIC REFRIGERATOR DOOR OPENING SYSTEM, AND CONTROL METHOD THEREFOR A refrigerator according to an embodiment may comprise: a main body; a plurality of doors rotatably coupled to the main body; at least one door opening device for independently opening each of the plurality of doors; a sensor that is provided on one door among the plurality of doors and senses a user or a user input; and a processor that generates a processed signal by processing an output signal obtained from the sensor, generates a trigger signal on the basis of the intensity of the processed signal being equal to or greater than a preset threshold, determines to open at least two doors including the one door among the plurality of doors on the basis of a generation pattern of the trigger signal of a reference duration, and controls the at least one door opening device to open the at least two doors on the basis of determining to open the at least two doors.",10,156,True,True,2026,7,3,application,1,True
100393369,US,20260195493,A1,AI-POWERED COLLABORATIVE PLATFORM FOR GENERATION OF DESIGN PLANS,"Methods, systems, and apparatus for generating and modifying architectural design plans using user commands, sketches, or drawings. The system incorporates an AI engine and a GAN engine to optimize design layouts based on user inputs, design considerations, and client-specific requirements. The system can automatically analyze design elements such as rooms, airflow paths, structural components, and spatial configurations to suggest improvements or flag inconsistencies. The system incorporates context-aware capabilities to evaluate how user-intended changes influence the overall design and its surrounding environment. Users can interact through various devices, providing input through gestures, text, or voice, while the system offers real-time feedback on conflicts, improvements, and compliance issues. Collaborative features enable multiple stakeholders to contribute, and the system provides a detailed, compliant design that adapts to design considerations including geographical, environmental, and technological requirements while maintaining high design integrity and flexibility throughout the process.",2026-07-09,['dishwasher'],dishwasher,dishwasher,US20260195493A1,"AI-POWERED COLLABORATIVE PLATFORM FOR GENERATION OF DESIGN PLANS Methods, systems, and apparatus for generating and modifying architectural design plans using user commands, sketches, or drawings. The system incorporates an AI engine and a GAN engine to optimize design layouts based on user inputs, design considerations, and client-specific requirements. The system can automatically analyze design elements such as rooms, airflow paths, structural components, and spatial configurations to suggest improvements or flag inconsistencies. The system incorporates context-aware capabilities to evaluate how user-intended changes influence the overall design and its surrounding environment. Users can interact through various devices, providing input through gestures, text, or voice, while the system offers real-time feedback on conflicts, improvements, and compliance issues. Collaborative features enable multiple stakeholders to contribute, and the system provides a detailed, compliant design that adapts to design considerations including geographical, environmental, and technological requirements while maintaining high design integrity and flexibility throughout the process.",8,142,True,True,2026,7,3,application,1,True
100435265,WO,2026147220,A1,DISHWASHER AND CONTROL METHOD THEREOF,A dishwasher according to an embodiment of the present disclosure may comprise: a main body including a washing chamber; a turbidity sensor for detecting turbidity in a washing cycle or a rinsing cycle; and a processor electrically connected to the turbidity sensor. The processor may be configured to: acquire two or more turbidity values from the turbidity sensor during the washing cycle or the rinsing cycle; input the acquired turbidity values into a rinsing prediction model so as to estimate a turbidity value in a subsequent rinsing cycle; and compare the estimated turbidity value with a preset turbidity value so as to determine whether to additionally perform a rinsing cycle after the subsequent rinsing cycle.,2026-07-09,['dishwasher'],dishwasher,dishwasher,WO2026147220A1,DISHWASHER AND CONTROL METHOD THEREOF A dishwasher according to an embodiment of the present disclosure may comprise: a main body including a washing chamber; a turbidity sensor for detecting turbidity in a washing cycle or a rinsing cycle; and a processor electrically connected to the turbidity sensor. The processor may be configured to: acquire two or more turbidity values from the turbidity sensor during the washing cycle or the rinsing cycle; input the acquired turbidity values into a rinsing prediction model so as to estimate a turbidity value in a subsequent rinsing cycle; and compare the estimated turbidity value with a preset turbidity value so as to determine whether to additionally perform a rinsing cycle after the subsequent rinsing cycle.,5,115,True,True,2026,7,3,application,1,True
100435126,WO,2026147069,A1,DISHWASHER,"This dishwasher comprises: a tub forming a washing chamber; an inflow duct provided such that air discharged from the washing chamber flows therethrough; a heat transfer device for drying the air flowing through the inflow duct; a discharge duct provided such that the air flowing in the heat transfer device flows therethrough; a connecting duct which connects the inflow duct and the discharge duct and accommodates the heat transfer device, and of which the bottom collects condensate water; and a self-priming pump which is disposed to be higher than the bottom of the connecting duct, and which pumps the condensate water in the connecting duct.",2026-07-09,['dishwasher'],dishwasher,dishwasher,WO2026147069A1,"DISHWASHER This dishwasher comprises: a tub forming a washing chamber; an inflow duct provided such that air discharged from the washing chamber flows therethrough; a heat transfer device for drying the air flowing through the inflow duct; a discharge duct provided such that the air flowing in the heat transfer device flows therethrough; a connecting duct which connects the inflow duct and the discharge duct and accommodates the heat transfer device, and of which the bottom collects condensate water; and a self-priming pump which is disposed to be higher than the bottom of the connecting duct, and which pumps the condensate water in the connecting duct.",1,105,True,True,2026,7,3,application,1,True
100393845,US,20260191396,A1,DISHWASHER,"[0000] A dishwasher comprises: a tub forming a washing chamber; an inlet duct configured to allow air discharged from the washing chamber to flow; a heat transfer device configured to dry air flowing through the inlet duct; an outlet duct configured to allow air flowing through the heat transfer device to flow; a connecting duct, connecting the inlet duct and the outlet duct, configured to receive the heat transfer device, and the connecting duct is configured to allow a bottom of the connecting duct to collect condensate; and a self-priming pump, above the bottom of the connecting duct, the self-priming pump configured to pump condensate within the connecting duct.",2026-07-09,['dishwasher'],dishwasher,dishwasher,US20260191396A1,"DISHWASHER [0000] A dishwasher comprises: a tub forming a washing chamber; an inlet duct configured to allow air discharged from the washing chamber to flow; a heat transfer device configured to dry air flowing through the inlet duct; an outlet duct configured to allow air flowing through the heat transfer device to flow; a connecting duct, connecting the inlet duct and the outlet duct, configured to receive the heat transfer device, and the connecting duct is configured to allow a bottom of the connecting duct to collect condensate; and a self-priming pump, above the bottom of the connecting duct, the self-priming pump configured to pump condensate within the connecting duct.",1,109,True,True,2026,7,3,application,1,True
100434583,WO,2026147050,A1,DISHWASHER,This dishwasher comprises: a tub; a rack arranged inside the tub so as to accommodate dishes; a shelf assembly connected to the rack; and a shelf holder for coupling the rack and the shelf assembly. The shelf assembly comprises: a rotary frame rotatably coupled to the rack; an extension frame provided to be extendable from the rotary frame; and a frame body connecting the rotary frame and the extension frame.,2026-07-09,['dishwasher'],dishwasher,dishwasher,WO2026147050A1,DISHWASHER This dishwasher comprises: a tub; a rack arranged inside the tub so as to accommodate dishes; a shelf assembly connected to the rack; and a shelf holder for coupling the rack and the shelf assembly. The shelf assembly comprises: a rotary frame rotatably coupled to the rack; an extension frame provided to be extendable from the rotary frame; and a frame body connecting the rotary frame and the extension frame.,1,70,True,True,2026,7,3,application,1,True
100434984,WO,2026146804,A1,CLOTHING TREATMENT APPARATUS,"Provided is a clothing treatment apparatus. The clothing treatment apparatus comprises: a tub; a drying device which is provided above the tub, removes humidity from air discharged from the tub, and supplies dry air to the tub; and a filter assembly which can be detachably mounted on the drying device, wherein the filter assembly comprises: a filter case; a filter detachably provided in the filter case; and a cleaning member which is provided in the filter case so as to remove foreign substances from the filter while the filter is separated from the filter case, the cleaning member comprising a first cleaning portion provided to clean lint in a first region of the filter, and a second cleaning portion provided to clean lint in the first region of the filter and a second region located on at least one side of the first region.",2026-07-09,['washing machine'],washing_machine,washing machine,WO2026146804A1,"CLOTHING TREATMENT APPARATUS Provided is a clothing treatment apparatus. The clothing treatment apparatus comprises: a tub; a drying device which is provided above the tub, removes humidity from air discharged from the tub, and supplies dry air to the tub; and a filter assembly which can be detachably mounted on the drying device, wherein the filter assembly comprises: a filter case; a filter detachably provided in the filter case; and a cleaning member which is provided in the filter case so as to remove foreign substances from the filter while the filter is separated from the filter case, the cleaning member comprising a first cleaning portion provided to clean lint in a first region of the filter, and a second cleaning portion provided to clean lint in the first region of the filter and a second region located on at least one side of the first region.",3,144,True,True,2026,7,3,application,1,True
100434998,WO,2026146822,A1,CLOTHES TREATMENT APPARATUS,"This clothes treatment apparatus includes a tub and a drying device. The drying device comprises: a drying base including a water collection part; a heat exchanger accommodated in the drying base; a filter disposed on a first side of the heat exchanger; a supply fan which is disposed on a second side opposite to the first side of the heat exchanger, and which is for blowing, to the tub, air heat-exchanged by means of the heat exchanger; and a fan duct which accommodates the supply fan, and which includes a duct drain part allowing, on the basis of the occurrence of overflow of water from the water collection part, the water flowing, due to the overflow, from the water collection part into the fan duct to flow into the tub.",2026-07-09,['washing machine'],washing_machine,washing machine,WO2026146822A1,"CLOTHES TREATMENT APPARATUS This clothes treatment apparatus includes a tub and a drying device. The drying device comprises: a drying base including a water collection part; a heat exchanger accommodated in the drying base; a filter disposed on a first side of the heat exchanger; a supply fan which is disposed on a second side opposite to the first side of the heat exchanger, and which is for blowing, to the tub, air heat-exchanged by means of the heat exchanger; and a fan duct which accommodates the supply fan, and which includes a duct drain part allowing, on the basis of the occurrence of overflow of water from the water collection part, the water flowing, due to the overflow, from the water collection part into the fan duct to flow into the tub.",3,130,True,True,2026,7,3,application,1,True
100434576,WO,2026147049,A1,CLOTHING TREATMENT APPARATUS AND CONTROL METHOD OF CLOTHING TREATMENT APPARATUS,"A clothing treatment apparatus according to an embodiment may include a control unit, wherein the control unit controls a drive device to rotate a drum at a preset rotation speed on the basis that a temperature obtained by any one of a plurality of temperature sensors is equal to or higher than a preset target temperature, and controls a water supply device to supply water into the drum.",2026-07-09,['washing machine'],washing_machine,washing machine,WO2026147049A1,"CLOTHING TREATMENT APPARATUS AND CONTROL METHOD OF CLOTHING TREATMENT APPARATUS A clothing treatment apparatus according to an embodiment may include a control unit, wherein the control unit controls a drive device to rotate a drum at a preset rotation speed on the basis that a temperature obtained by any one of a plurality of temperature sensors is equal to or higher than a preset target temperature, and controls a water supply device to supply water into the drum.",10,68,True,True,2026,7,3,application,1,True
100434205,WO,2026144408,A1,DETECTION APPARATUS AND AUTONOMOUS MOBILE DEVICE,"A detection apparatus and an autonomous mobile device. The detection apparatus comprises: a laser assembly, used for emitting at least one beam of first-type line laser toward a first region, and emitting at least one beam of second-type line laser toward a second region, wherein the energy of the first-type line laser is greater than that of the second-type line laser; and a collection assembly, used for collecting first-type information, corresponding to the first-type line laser, of the first region, and collecting second-type information, corresponding to the second-type line laser, of the second region.",2026-07-09,['robotic vacuum cleaner'],robot_vacuum,robotic vacuum cleaner,WO2026144408A1,"DETECTION APPARATUS AND AUTONOMOUS MOBILE DEVICE A detection apparatus and an autonomous mobile device. The detection apparatus comprises: a laser assembly, used for emitting at least one beam of first-type line laser toward a first region, and emitting at least one beam of second-type line laser toward a second region, wherein the energy of the first-type line laser is greater than that of the second-type line laser; and a collection assembly, used for collecting first-type information, corresponding to the first-type line laser, of the first region, and collecting second-type information, corresponding to the second-type line laser, of the second region.",6,94,True,True,2026,7,3,application,1,True
100435016,WO,2026146869,A1,CLOTHING TREATMENT DEVICE,This clothing treatment device comprises: a housing having a laundry loading port and a housing opening provided above the laundry loading port; a tub provided inside the housing; a drum provided inside the tub and accessible through the laundry loading port; a laundry door provided to open and close the laundry loading port; a door configured such that a detergent is supplied to the tub and capable of covering the housing opening; a detergent supply device accessible through the housing opening; a frame on which the detergent supply device is mounted and which is provided in the housing opening such that the detergent supply device can be accessed through the housing opening; and a speaker device mounted on the frame.,2026-07-09,['washing machine'],washing_machine,washing machine,WO2026146869A1,CLOTHING TREATMENT DEVICE This clothing treatment device comprises: a housing having a laundry loading port and a housing opening provided above the laundry loading port; a tub provided inside the housing; a drum provided inside the tub and accessible through the laundry loading port; a laundry door provided to open and close the laundry loading port; a door configured such that a detergent is supplied to the tub and capable of covering the housing opening; a detergent supply device accessible through the housing opening; a frame on which the detergent supply device is mounted and which is provided in the housing opening such that the detergent supply device can be accessed through the housing opening; and a speaker device mounted on the frame.,3,120,True,True,2026,7,3,application,1,True
100392185,US,20260195539,A1,EVALUATING CONVERSATIONAL AGENT RESPONSE QUALITY USING QUERY SENTIMENT,"[0000] Determination of implicit feedback from users with regard to query responses, and updating AI-based model, conversational agent (CA), or content retrieval process based on such feedback can be performed. In response to query from user, CA, employing the model, can provide query response to user. In response to query response, CA can receive, from user, a message that can be another query or a statement. Interaction manager (IM) can determine respective similarity scores between message and previous query-query response pair to determine QCS based on respective similarity scores. IM can determine average aspect based sentiment score (SS) of message based on analysis of message, and determine CASS based on QCS and SS. IM can determine whether message represents positive or negative feedback with respect to query response based on CASS and threshold CASS(s). IM can update model, content retrieval process, or CA based on such feedback.",2026-07-09,['coffee maker'],espresso_machine,coffee maker,US20260195539A1,"EVALUATING CONVERSATIONAL AGENT RESPONSE QUALITY USING QUERY SENTIMENT [0000] Determination of implicit feedback from users with regard to query responses, and updating AI-based model, conversational agent (CA), or content retrieval process based on such feedback can be performed. In response to query from user, CA, employing the model, can provide query response to user. In response to query response, CA can receive, from user, a message that can be another query or a statement. Interaction manager (IM) can determine respective similarity scores between message and previous query-query response pair to determine QCS based on respective similarity scores. IM can determine average aspect based sentiment score (SS) of message based on analysis of message, and determine CASS based on QCS and SS. IM can determine whether message represents positive or negative feedback with respect to query response based on CASS and threshold CASS(s). IM can update model, content retrieval process, or CA based on such feedback.",8,147,True,True,2026,7,3,application,1,True
100392974,US,20260194247,A1,SMART MULTIFUNCTION AIR PURIFICATION AND VENTILATION,"An air purification and ventilation system. The system includes an outdoor air monitor configured to measure one or more properties of an outdoor environment. The system further includes an indoor air monitor configured to measure one or more properties of an indoor environment. The system further includes a means for ventilating fluidly coupled to at least one outdoor air intake channel communicatively coupled to the outdoor air monitor and the indoor air monitor, configured to ventilate outside air to the indoor environment. The system further includes one or more air purification modules fluidly coupled to at least one indoor air intake channel communicatively coupled to the outdoor air monitor and the indoor air monitor, configured to purify air. The system further includes a plurality of motorized dampers communicatively coupled to the outdoor air monitor and the indoor air monitor, configured to move in position to direct airflow through the system.",2026-07-09,['air purifier'],air_purifier,air purifier,US20260194247A1,"SMART MULTIFUNCTION AIR PURIFICATION AND VENTILATION An air purification and ventilation system. The system includes an outdoor air monitor configured to measure one or more properties of an outdoor environment. The system further includes an indoor air monitor configured to measure one or more properties of an indoor environment. The system further includes a means for ventilating fluidly coupled to at least one outdoor air intake channel communicatively coupled to the outdoor air monitor and the indoor air monitor, configured to ventilate outside air to the indoor environment. The system further includes one or more air purification modules fluidly coupled to at least one indoor air intake channel communicatively coupled to the outdoor air monitor and the indoor air monitor, configured to purify air. The system further includes a plurality of motorized dampers communicatively coupled to the outdoor air monitor and the indoor air monitor, configured to move in position to direct airflow through the system.",6,150,True,True,2026,7,3,application,1,True
100392975,US,20260194249,A1,Centralized Home Monitoring System,"A monitoring system for monitoring a home environment, the monitoring system including a condenser monitoring device connected to a condenser unit to generate operation data in real-time based on efficiency measurements of the condenser unit, an air handler monitoring system connected to an air handler unit to generate the operation data in real-time based on efficiency measurements of the air handler unit, and a base station system connected to the condenser monitoring device and the air handler monitoring system, the base station system to receive the operation data from the condenser monitoring device and the air handler monitoring system and generate an energy efficiency ratio (EER) based on the operation data.",2026-07-09,['air purifier'],air_purifier,air purifier,US20260194249A1,"Centralized Home Monitoring System A monitoring system for monitoring a home environment, the monitoring system including a condenser monitoring device connected to a condenser unit to generate operation data in real-time based on efficiency measurements of the condenser unit, an air handler monitoring system connected to an air handler unit to generate the operation data in real-time based on efficiency measurements of the air handler unit, and a base station system connected to the condenser monitoring device and the air handler monitoring system, the base station system to receive the operation data from the condenser monitoring device and the air handler monitoring system and generate an energy efficiency ratio (EER) based on the operation data.",4,111,True,True,2026,7,3,application,1,True
